year,imdb,title,clean_test,binary,budget_2013,rated,metascore,imdb_rating
2010,tt1415283,Nanny McPhee and the Big Bang,ok,PASS,37388114,NA,NA,NA
2010,tt1334260,Never Let Me Go,ok,PASS,16023478,R,69,7.2
2010,tt1536044,Paranormal Activity 2,ok,PASS,3204696,R,53,5.7
2010,tt0814255,Percy Jackson &amp; the Olympians: The Lightning Thief,dubious,FAIL,101482025,NA,NA,NA
2010,tt0878835,Please Give,ok,PASS,3204696,R,78,6.6
2010,tt1424381,Predators,nowomen,FAIL,42729274,R,51,6.4
2010,tt0473075,Prince of Persia: The Sands of Time,nowomen,FAIL,213646368,PG-13,50,6.6
2010,tt0935075,Rabbit Hole,ok,PASS,5341159,PG-13,76,7
2010,tt0493949,Ramona and Beezus,ok,PASS,16023478,G,56,6.7
2010,tt1245526,Red,men,FAIL,64093910,PG-13,60,7.1
2010,tt1403981,Remember Me,ok,PASS,17091709,PG-13,40,7.2
2010,tt1053424,Repo Men,ok,PASS,34183419,R,32,6.3
2010,tt0955308,Robin Hood,dubious,FAIL,224328687,PG-13,53,6.7
2010,tt0944835,Salt,ok,PASS,138870139,PG-13,65,6.4
2010,tt0446029,Scott Pilgrim vs. the World,ok,PASS,90799707,PG-13,69,7.5
2010,tt1028576,Secretariat,ok,PASS,37388114,PG,61,7.2
2010,tt1261945,Sex and the city 2,ok,PASS,101482025,NA,NA,NA
2010,tt0892791,Shrek Forever After,notalk,FAIL,176258254,PG,58,6.4
2010,tt1130884,Shutter Island,notalk,FAIL,85458547,R,63,8.1
2010,tt1564585,Skyline,dubious,FAIL,10682318,PG-13,26,4.4
2010,tt1421051,Somewhere,dubious,FAIL,7477623,R,67,6.4
2010,tt1440292,Submarine,notalk,FAIL,2029641,R,76,7.3
2010,tt1512235,Super,notalk,FAIL,2670580,R,50,6.8
2010,tt1135084,Takers,notalk,FAIL,34183419,PG-13,45,6.2
2010,tt0398286,Tangled,ok,PASS,277740279,PG,71,7.9
2010,tt0429493,The A-Team,nowomen,FAIL,117505503,PG-13,47,6.8
2010,tt1212436,The Back-up Plan,ok,PASS,37388114,PG-13,34,5.1
2010,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,ok,PASS,165575935,PG,53,6.4
2010,tt0968264,The Conspirator,dubious,FAIL,26705796,PG-13,55,7
2010,tt0455407,The Crazies,ok,PASS,20296405,R,55,6.6
2010,tt1226753,The Debt,ok,PASS,21364637,R,65,6.9
2010,tt1320253,The Expendables,notalk,FAIL,87595011,R,45,6.5
2010,tt0964517,The Fighter,men,FAIL,11750550,R,79,7.9
2010,tt1139328,The Ghost Writer,men,FAIL,48070433,NA,NA,NA
2010,tt0775489,The Illusionist,nowomen,FAIL,17625825,PG,82,7.5
2010,tt1155076,The Karate Kid,dubious,FAIL,42729274,PG,61,6.3
2010,tt0842926,The Kids Are All Right,ok,PASS,4272927,R,86,7.1
2010,tt0954947,The Killer Inside Me,notalk,FAIL,13887014,R,NA,6.2
2010,tt1504320,The King&#39;s Speech,ok,PASS,16023478,NA,NA,NA
2010,tt0938283,The Last Airbender,notalk,FAIL,160234776,PG,20,4.4
2010,tt1320244,The Last Exorcism,ok,PASS,1922817,PG-13,63,5.6
2010,tt0480255,The Losers,notalk,FAIL,26705796,PG-13,44,6.4
2010,tt1458175,The Next Three Days,ok,PASS,32046955,PG-13,52,7.4
2010,tt1386588,The Other Guys,nowomen,FAIL,106823184,PG-13,64,6.6
2010,tt1017451,The Runaways,ok,PASS,10148202,R,65,6.6
2010,tt1285016,The Social Network,notalk,FAIL,42729274,PG-13,95,7.8
2010,tt0963966,The Sorcerer&#39;s Apprentice,notalk,FAIL,170917095,NA,NA,NA
2010,tt1273678,The Spy Next Door,ok,PASS,29910492,PG,27,5.4
2010,tt0889573,The Switch,men,FAIL,20296405,PG-13,52,6
2010,tt1274300,The Tempest,ok,PASS,21364637,PG-13,43,5.4
2010,tt1243957,The Tourist,nowomen,FAIL,106823184,PG-13,37,6
2010,tt0840361,The Town,notalk,FAIL,39524578,R,74,7.6
2010,tt1325004,The Twilight Saga: Eclipse,ok,PASS,72639765,PG-13,58,4.9
2010,tt0780653,The Wolfman,notalk,FAIL,160234776,R,43,5.8
2010,tt0435761,Toy Story 3,dubious,FAIL,213646368,G,92,8.5
2010,tt1104001,Tron Legacy,notalk,FAIL,213646368,NA,NA,NA
2010,tt1403865,True Grit,ok,PASS,37388114,PG-13,80,7.7
2010,tt1465522,Tucker and Dale vs Evil,ok,PASS,5341159,NA,NA,NA
2010,tt0477080,Unstoppable,dubious,FAIL,101482025,PG-13,69,6.8
2010,tt0817230,Valentine&#39;s Day,ok,PASS,55548056,NA,NA,NA
2010,tt1027718,Wall Street: Money Never Sleeps,dubious,FAIL,74776229,PG-13,59,6.3
2010,tt1183923,Welcome to the Rileys,ok,PASS,10682318,R,50,7
2010,tt1235189,Wild Target,notalk,FAIL,8545855,NA,NA,NA
2010,tt1399683,Winter&#39;s Bone,ok,PASS,2136464,NA,NA,NA
2010,tt1216520,Womb,ok,PASS,13887014,NA,NA,NA
2010,tt1302067,Yogi Bear,nowomen,FAIL,85458547,PG,35,4.5
2010,tt1414382,You Again,ok,PASS,21364637,PG,28,5.8
2010,tt1182350,You Will Meet a Tall Dark Stranger,ok,PASS,16023478,R,51,6.3
2009,tt1022603,(500) Days of Summer,notalk,FAIL,8142987,PG-13,76,7.8
2009,tt0974661,17 Again,ok,PASS,43429264,PG-13,48,6.4
2009,tt1190080,2012,notalk,FAIL,217146319,PG-13,49,5.8
2009,tt0472033,9,nowomen,FAIL,32571948,PG-13,60,7.1
2009,tt0971209,A Perfect Getaway,dubious,FAIL,15200242,R,63,6.5
2009,tt1019452,A Serious Man,men,FAIL,7600121,R,79,7
2009,tt1315981,A Single Man,notalk,FAIL,7600121,R,77,7.6
2009,tt1185836,Adam,men,FAIL,3474341,PG-13,56,7.3
2009,tt1091722,Adventureland,men,FAIL,10640170,R,76,6.8
2009,tt1186830,Agora,notalk,FAIL,76001212,R,55,7.2
2009,tt0881891,All About Steve,ok,PASS,16285974,PG-13,17,4.8
2009,tt1174732,An Education,ok,PASS,8142987,PG-13,85,7.3
2009,tt0808151,Angels &amp; Demons,nowomen,FAIL,162859739,NA,NA,NA
2009,tt0913354,Armored,nowomen,FAIL,21714632,PG-13,50,5.7
2009,tt0375568,Astro Boy,dubious,FAIL,70572554,PG,53,6.4
2009,tt0499549,Avatar,men,FAIL,461435929,PG-13,83,8
2009,tt1176740,Away We Go,ok,PASS,22800364,R,58,7.1
2009,tt0889583,Br&uuml;no,nowomen,FAIL,45600727,NA,NA,NA
2009,tt0901476,Bride Wars,ok,PASS,32571948,PG,24,5.3
2009,tt0810784,Bright Star,ok,PASS,9228719,PG,81,7
2009,tt1210042,Brooklyn&#39;s Finest,notalk,FAIL,18457437,NA,NA,NA
2009,tt0765010,Brothers,ok,PASS,28229022,R,58,7.2
2009,tt1232207,Capitalism: A Love Story,notalk,FAIL,21714632,R,61,7.4
2009,tt0795351,Case 39,ok,PASS,29314753,R,25,6.2
2009,tt1352824,Chloe,men,FAIL,14114511,R,48,6.3
2009,tt0844471,Cloudy with a Chance of Meatballs,notalk,FAIL,108573160,PG,66,7
2009,tt1035736,Coco avant Chanel,ok,PASS,24971827,NA,NA,NA
2009,tt0327597,Coraline,ok,PASS,65143896,PG,80,7.7
2009,tt0433362,Daybreakers,notalk,FAIL,21714632,R,57,6.5
2009,tt1136608,District 9,notalk,FAIL,32571948,R,81,8
2009,tt1127180,Drag Me to Hell,ok,PASS,32571948,PG-13,83,6.7
2009,tt0780511,Everybody&#39;s Fine,men,FAIL,21714632,NA,NA,NA
2009,tt0432283,Fantastic Mr. Fox,notalk,FAIL,43429264,PG,83,7.8
2009,tt1013752,Fast &amp; Furious,notalk,FAIL,92287186,NA,NA,NA
2009,tt1083456,Fired Up!,notalk,FAIL,21714632,PG-13,31,6.2
2009,tt0758746,Friday the 13th,men,FAIL,18457437,R,34,5.6
2009,tt1201167,Funny People,notalk,FAIL,78715541,R,60,6.4
2009,tt0436339,G-Force,notalk,FAIL,162859739,PG,41,5.1
2009,tt1046173,G.I. Joe: The Rise of Cobra,notalk,FAIL,190003029,PG-13,32,5.8
2009,tt1034032,Gamer,notalk,FAIL,54286580,R,27,5.8
2009,tt1194263,Get Low,notalk,FAIL,7600121,PG-13,77,7.1
2009,tt1289406,Harry Brown,notalk,FAIL,7925841,R,55,7.3
2009,tt0417741,Harry Potter and the Half-Blood Prince,ok,PASS,271432899,PG,78,7.4
2009,tt1001508,He&#39;s Just Not That Into You,ok,PASS,43429264,NA,NA,NA
2009,tt1045772,I Love You Phillip Morris,notalk,FAIL,14114511,R,65,6.7
2009,tt1155056,"I Love You, Man",men,FAIL,43429264,R,70,7.1
2009,tt1080016,Ice Age: Dawn of the Dinosaurs,notalk,FAIL,97715844,PG,50,7.1
2009,tt0361748,Inglourious Basterds,dubious,FAIL,76001212,R,69,8.3
2009,tt1057500,Invictus,notalk,FAIL,53200848,PG-13,74,7.4
2009,tt1230414,It&#39;s Complicated,ok,PASS,92287186,NA,NA,NA
2009,tt1131734,Jennifer&#39;s Body,ok,PASS,17371706,NA,NA,NA
2009,tt1135503,Julie &amp; Julia,ok,PASS,43429264,NA,NA,NA
2009,tt0448011,Knowing,notalk,FAIL,54286580,PG-13,41,6.2
2009,tt1197624,Law Abiding Citizen,notalk,FAIL,57543775,R,34,7.4
2009,tt0808526,Life During Wartime,ok,PASS,4885792,R,69,6.5
2009,tt1149361,Micmacs (Micmacs &agrave; tire-larigot),dubious,FAIL,45600727,NA,NA,NA
2009,tt0892782,Monsters vs Aliens,dubious,FAIL,190003029,PG,56,6.6
2009,tt1182345,Moon,notalk,FAIL,5428658,R,67,8
2009,tt1121977,Mother and Child,ok,PASS,7600121,R,64,7.3
2009,tt1179891,My Bloody Valentine 3D,men,FAIL,15200242,NA,NA,NA
2009,tt1078588,My Sister&#39;s Keeper,ok,PASS,29857619,NA,NA,NA
2009,tt0875034,Nine,men,FAIL,86858528,PG-13,49,5.9
2009,tt1186367,Ninja Assassin,notalk,FAIL,54286580,R,34,6.4
2009,tt1266029,Nowhere Boy,dubious,FAIL,2062890,R,67,7.2
2009,tt1235796,Ondine,ok,PASS,13028779,PG-13,65,6.8
2009,tt1188729,Pandorum,notalk,FAIL,43429264,R,28,6.8
2009,tt1003034,Perrier&#39;s Bounty,nowomen,FAIL,7165829,NA,NA,NA
2009,tt0762125,Planet 51,notalk,FAIL,65143896,PG,39,6.1
2009,tt0929632,Precious: Based on the Novel Push by Sapphire,ok,PASS,10857316,NA,NA,NA
2009,tt1152836,Public Enemies,notalk,FAIL,111287489,R,70,7
2009,tt0465580,Push,ok,PASS,41257801,PG-13,36,6.1
2009,tt0988045,Sherlock Holmes,notalk,FAIL,97715844,PG-13,57,7.6
2009,tt1017460,Splice,ok,PASS,32571948,R,66,5.8
2009,tt0796366,Star Trek,ok,PASS,152002424,PG-13,83,8.1
2009,tt0473705,State of Play,ok,PASS,65143896,PG-13,64,7.2
2009,tt0986263,Surrogates,notalk,FAIL,86858528,PG-13,45,6.3
2009,tt0438488,Terminator Salvation,men,FAIL,217146319,PG-13,52,6.7
2009,tt0878804,The Blind Side,men,FAIL,38000606,PG-13,53,7.7
2009,tt1131729,The Boat That Rocked,nowomen,FAIL,54286580,NA,NA,NA
2009,tt1300851,The Boondock Saints II: All Saints Day,nowomen,FAIL,8685853,R,24,6.4
2009,tt0362478,The Box,ok,PASS,27143290,PG-13,47,5.6
2009,tt0896923,The City of Your Final Destination,ok,PASS,9011572,PG-13,52,6.4
2009,tt1144884,The Final Destination,ok,PASS,43429264,R,30,5.1
2009,tt1220198,The Fourth Kind,ok,PASS,10857316,PG-13,34,5.9
2009,tt1132620,The Girl with the Dragon Tattoo,dubious,FAIL,97715844,R,76,7.8
2009,tt1103982,The Girlfriend Experience,dubious,FAIL,1411451,R,66,5.6
2009,tt1247662,The Good Guy,ok,PASS,10857316,R,47,5.9
2009,tt1119646,The Hangover,notalk,FAIL,38000606,R,73,7.8
2009,tt1054606,The Imaginarium of Doctor Parnassus,notalk,FAIL,32571948,PG-13,65,6.9
2009,tt1130080,The Informant!,notalk,FAIL,23886095,R,66,6.5
2009,tt1058017,The Invention of Lying,men,FAIL,20086035,PG-13,58,6.4
2009,tt0824758,The Last Station,ok,PASS,19543169,R,76,7.1
2009,tt0380510,The Lovely Bones,ok,PASS,103144502,PG-13,42,6.7
2009,tt1234548,The Men Who Stare at Goats,nowomen,FAIL,26057558,R,54,6.3
2009,tt0790712,The Messenger,notalk,FAIL,7057255,R,77,7.2
2009,tt0780521,The Princess and the Frog,ok,PASS,114001818,G,73,7.2
2009,tt1041829,The Proposal,men,FAIL,43429264,PG-13,48,6.7
2009,tt0898367,The Road,notalk,FAIL,27143290,R,64,7.3
2009,tt0821642,The Soloist,notalk,FAIL,65143896,PG-13,61,6.7
2009,tt1111422,The Taking of Pelham 123,nowomen,FAIL,119430476,NA,NA,NA
2009,tt0452694,The Time Traveler&#39;s Wife,dubious,FAIL,42343532,NA,NA,NA
2009,tt1142988,The Ugly Truth,men,FAIL,41257801,R,28,6.5
2009,tt1139668,The Unborn,ok,PASS,17371706,PG-13,30,4.7
2009,tt0962736,The Young Victoria,ok,PASS,38000606,PG,64,7.3
2009,tt1055369,Transformers: Revenge of the Fallen,ok,PASS,228003635,PG-13,35,6
2009,tt1049413,Up,notalk,FAIL,190003029,PG,88,8.3
2009,tt1193138,Up in the Air,men,FAIL,32571948,R,83,7.5
2009,tt1068678,Veronika Decides to Die,ok,PASS,9771584,R,NA,6.6
2009,tt0409459,Watchmen,men,FAIL,149830960,R,56,7.6
2009,tt1178663,Whatever Works,dubious,FAIL,16285974,PG-13,45,7.2
2009,tt0386117,Where the Wild Things Are,notalk,FAIL,108573160,PG,71,6.8
2009,tt1172233,Whip It,ok,PASS,16285974,PG-13,68,6.9
2009,tt0365929,Whiteout,ok,PASS,38000606,R,NA,5.5
2009,tt0458525,X-Men Origins: Wolverine,dubious,FAIL,162859739,PG-13,40,6.8
2009,tt0448182,Yesterday Was a Lie,ok,PASS,217146,NA,NA,NA
2009,tt0403702,Youth in Revolt,notalk,FAIL,19543169,R,63,6.5
2009,tt1156398,Zombieland,ok,PASS,25623266,R,73,7.8
2008,tt0478087,21,ok,PASS,37878971,PG-13,48,6.8
2008,tt0800308,Appaloosa,notalk,FAIL,21645126,R,64,6.8
2008,tt0455824,Australia,men,FAIL,140693320,PG-13,53,6.6
2008,tt0871426,Baby Mama,ok,PASS,32467689,PG-13,55,6.1
2008,tt0799934,Be Kind Rewind,notalk,FAIL,21645126,PG-13,52,6.4
2008,tt0960731,Bedtime Stories,ok,PASS,86580505,PG,33,6.1
2008,tt0861689,Blindness,ok,PASS,27056408,R,45,6.6
2008,tt0397892,Bolt,ok,PASS,162338447,PG,67,7
2008,tt0887883,Burn After Reading,notalk,FAIL,40043484,R,63,7
2008,tt0824747,Changeling,ok,PASS,59524097,R,63,7.8
2008,tt0970411,City of Ember,ok,PASS,41125740,PG,58,6.5
2008,tt1060277,Cloverfield,ok,PASS,27056408,PG-13,64,7.1
2008,tt0489018,Day of the Dead,ok,PASS,19480614,R,NA,4.5
2008,tt0452608,Death Race,notalk,FAIL,70346660,R,43,6.4
2008,tt1034303,Defiance,ok,PASS,54112816,R,58,7.2
2008,tt0832266,"Definitely, Maybe",ok,PASS,7575794,PG-13,59,7.2
2008,tt0483607,Doomsday,ok,PASS,35714458,R,51,6
2008,tt0918927,Doubt,ok,PASS,21645126,PG-13,68,7.5
2008,tt1059786,Eagle Eye,notalk,FAIL,86580505,PG-13,43,6.6
2008,tt0808244,Easy Virtue,ok,PASS,15151588,PG-13,58,6.7
2008,tt1129423,Fireproof,men,FAIL,541128,PG,28,6.5
2008,tt0486321,Fly Me to the Moon,nowomen,FAIL,27056408,NA,NA,NA
2008,tt0800039,Forgetting Sarah Marshall,ok,PASS,32467689,R,67,7.3
2008,tt0369436,Four Christmases,ok,PASS,86580505,PG-13,41,5.6
2008,tt0870111,Frost/Nixon,notalk,FAIL,31385433,R,80,7.8
2008,tt0978759,Frozen River,ok,PASS,1082256,R,82,7.2
2008,tt0876563,Gake no ue no Ponyo,ok,PASS,36796715,NA,NA,NA
2008,tt0995039,Ghost Town,notalk,FAIL,21645126,PG-13,72,6.8
2008,tt1205489,Gran Torino,men,FAIL,27056408,R,72,8.2
2008,tt1104733,Hamlet 2,ok,PASS,9740307,R,54,6.4
2008,tt0448157,Hancock,nowomen,FAIL,162338447,PG-13,49,6.5
2008,tt1227929,Herb &amp; Dorothy,ok,PASS,89286146,NA,NA,NA
2008,tt0962726,High School Musical 3: Senior Year,ok,PASS,11904819,G,57,4.2
2008,tt0465502,Igor,men,FAIL,32467689,PG,40,6.1
2008,tt0780536,In Bruges,notalk,FAIL,16233845,R,67,8
2008,tt0367882,Indiana Jones and the Kingdom of the Crystal Skull,notalk,FAIL,200217418,PG-13,65,6.3
2008,tt0494238,Inkheart,ok,PASS,64935379,PG,NA,6.1
2008,tt0371746,Iron Man,men,FAIL,201299674,PG-13,79,7.9
2008,tt0373051,Journey to the Center of the Earth,notalk,FAIL,48701534,PG,57,5.8
2008,tt0489099,Jumper,notalk,FAIL,89286146,PG-13,35,6
2008,tt0441773,Kung Fu Panda,notalk,FAIL,140693320,PG,73,7.6
2008,tt1139797,L&aring;t den r&auml;tte komma in (Let the Right One In),notalk,FAIL,4870153,NA,NA,NA
2008,tt0866439,Made of Honor,men,FAIL,43290252,PG-13,37,5.8
2008,tt0467197,Max Payne,ok,PASS,37878971,PG-13,31,5.4
2008,tt0765476,Meet Dave,notalk,FAIL,64935379,PG,43,4.9
2008,tt1013753,Milk,notalk,FAIL,21645126,R,84,7.7
2008,tt1046997,Miracle at St. Anna,men,FAIL,48701534,R,37,6
2008,tt0981227,Nick and Norah&#39;s Infinite Playlist,ok,PASS,10822563,NA,NA,NA
2008,tt0410377,Nim&#39;s Island,ok,PASS,40043484,NA,NA,NA
2008,tt0910936,Pineapple Express,men,FAIL,28138664,R,64,7
2008,tt0368563,Possession,ok,PASS,27056408,PG-13,NA,5.7
2008,tt0926129,Prom Night,ok,PASS,19480614,PG-13,17,3.8
2008,tt0830515,Quantum of Solace,notalk,FAIL,248918952,PG-13,58,6.7
2008,tt1082868,Quarantine,ok,PASS,12987076,R,53,6.1
2008,tt1084950,Rachel Getting Married,ok,PASS,12987076,R,82,6.7
2008,tt0959337,Revolutionary Road,ok,PASS,48701534,R,69,7.4
2008,tt1032755,RocknRolla,notalk,FAIL,19480614,R,53,7.3
2008,tt0814314,Seven Pounds,ok,PASS,58441841,PG-13,36,7.6
2008,tt1000774,Sex and the City,ok,PASS,62229738,R,53,5.4
2008,tt1010048,Slumdog Millionaire,notalk,FAIL,15151588,R,86,8.1
2008,tt0811080,Speed Racer,ok,PASS,129870757,PG,37,6.1
2008,tt0838283,Step Brothers,notalk,FAIL,70346660,R,51,6.8
2008,tt0862846,Sunshine Cleaning,ok,PASS,5411282,R,61,6.9
2008,tt0383028,"Synecdoche, New York",dubious,FAIL,21645126,R,67,7.4
2008,tt0936501,Taken,ok,PASS,27056408,PG-13,50,7.9
2008,tt0200465,The Bank Job,ok,PASS,21645126,R,69,7.3
2008,tt0844286,The Brothers Bloom,dubious,FAIL,21645126,PG-13,55,6.9
2008,tt0499448,The Chronicles of Narnia: Prince Caspian,ok,PASS,243507670,PG,62,6.6
2008,tt0421715,The Curious Case of Benjamin Button,dubious,FAIL,173161010,PG-13,70,7.8
2008,tt0468569,The Dark Knight,dubious,FAIL,200217418,PG-13,82,9
2008,tt0970416,The Day the Earth Stood Still,ok,PASS,86580505,PG-13,40,5.5
2008,tt0406759,The Eye,ok,PASS,12987076,PG-13,36,5.3
2008,tt0865556,The Forbidden Kingdom,notalk,FAIL,59524097,PG-13,57,6.6
2008,tt0852713,The House Bunny,ok,PASS,27056408,PG-13,55,5.5
2008,tt0887912,The Hurt Locker,notalk,FAIL,16233845,R,94,7.6
2008,tt0800080,The Incredible Hulk,notalk,FAIL,148810243,PG-13,61,6.9
2008,tt0981072,The Lucky Ones,ok,PASS,15151588,R,53,7.1
2008,tt0467200,The Other Boleyn Girl,ok,PASS,43290252,PG-13,50,6.8
2008,tt0976051,The Reader,notalk,FAIL,35173330,R,58,7.6
2008,tt0416212,The Secret Life of Bees,ok,PASS,11904819,PG-13,57,7.3
2008,tt1018785,The Sisterhood of the Traveling Pants 2,ok,PASS,29220920,PG-13,63,6.2
2008,tt0482606,The Strangers,dubious,FAIL,9740307,R,47,6.2
2008,tt420238,The Tale of Despereaux,ok,PASS,64935379,NA,NA,NA
2008,tt0430770,The Women,ok,PASS,17316101,PG-13,27,4.9
2008,tt1125849,The Wrestler,notalk,FAIL,6493538,R,81,8
2008,tt0882978,Three Kingdoms: Resurrection of the Dragon,notalk,FAIL,21645126,R,NA,6.2
2008,tt0800241,Transsiberian,ok,PASS,16233845,R,72,6.7
2008,tt0942385,Tropic Thunder,nowomen,FAIL,97403068,R,71,7
2008,tt1099212,Twilight,ok,PASS,40043484,PG-13,56,5.2
2008,tt0985699,Valkyrie,notalk,FAIL,97403068,PG-13,56,7.1
2008,tt0497465,Vicky Cristina Barcelona,ok,PASS,17316101,PG-13,70,7.2
2008,tt0910970,WALL-E,notalk,FAIL,194806136,NA,NA,NA
2008,tt1185616,Waltz with Bashir,nowomen,FAIL,2164513,R,91,8
2008,tt0493464,Wanted,notalk,FAIL,81169223,R,64,6.7
2008,tt0494652,"Welcome Home, Roscoe Jenkins",dubious,FAIL,29762049,PG-13,46,5.2
2008,tt1152850,Wendy and Lucy,ok,PASS,324677,R,80,7.1
2008,tt1033643,What Happens In Vegas,ok,PASS,37878971,NA,NA,NA
2008,tt1068680,Yes Man,notalk,FAIL,54112816,PG-13,46,6.9
2007,tt1038988,[Rec],ok,PASS,2359441,R,NA,7.5
2007,tt0450385,1408,ok,PASS,25279728,PG-13,64,6.8
2007,tt0463854,28 Weeks Later,ok,PASS,16853152,R,78,7
2007,tt0381849,3:10 to Yuma,nowomen,FAIL,53930087,R,76,7.8
2007,tt0389722,30 Days of Night,men,FAIL,33706305,R,53,6.6
2007,tt0411061,88 Minutes,notalk,FAIL,33706305,R,17,5.9
2007,tt0445922,Across the Universe,ok,PASS,50559457,PG-13,56,7.5
2007,tt0783233,Atonement,ok,PASS,33706305,R,85,7.8
2007,tt0416508,Becoming Jane,ok,PASS,18538467,PG,55,7.1
2007,tt0442933,Beowulf,ok,PASS,168531522,PG-13,59,6.3
2007,tt0445934,Blades of Glory,ok,PASS,68536152,PG-13,64,6.4
2007,tt0398808,Bridge to Terabithia,ok,PASS,28088587,PG,74,7.2
2007,tt0283503,Brooklyn Rules,ok,PASS,8988348,R,53,6.4
2007,tt0423977,Charlie Bartlett,men,FAIL,13482522,R,54,7.1
2007,tt0472062,Charlie Wilson&#39;s War,ok,PASS,84265761,NA,NA,NA
2007,tt0795368,Death at a Funeral,ok,PASS,23594413,R,67,7.4
2007,tt0848557,Diary of the Dead,ok,PASS,3089745,R,66,5.8
2007,tt0486822,Disturbia,ok,PASS,22470870,PG-13,62,6.9
2007,tt0765443,Eastern Promises,ok,PASS,56177174,R,82,7.7
2007,tt0461770,Enchanted,ok,PASS,95501196,PG,75,7.2
2007,tt0486576,Fantastic Four: Rise of the Silver Surfer,dubious,FAIL,134825218,NA,NA,NA
2007,tt0452623,Gone Baby Gone,ok,PASS,21347326,R,72,7.7
2007,tt0427327,Hairspray,ok,PASS,84265761,PG,81,6.9
2007,tt0373883,Halloween,ok,PASS,16853152,R,47,6.1
2007,tt0367959,Hannibal Rising,notalk,FAIL,56177174,R,35,6.2
2007,tt0373889,Harry Potter and the Order of the Phoenix,ok,PASS,168531522,PG-13,71,7.4
2007,tt0465494,Hitman,nowomen,FAIL,19662011,R,35,6.3
2007,tt0498353,Hostel: Part II,ok,PASS,8426576,R,46,5.4
2007,tt0425112,Hot Fuzz,notalk,FAIL,17976696,R,81,7.9
2007,tt0787475,Hot Rod,notalk,FAIL,28088587,PG-13,43,6.7
2007,tt0480249,I Am Legend,ok,PASS,168531522,PG-13,65,7.2
2007,tt0758758,Into the Wild,notalk,FAIL,22470870,R,73,8.2
2007,tt0467406,Juno,ok,PASS,7864804,PG-13,81,7.6
2007,tt0478311,Knocked Up,ok,PASS,30897446,R,85,7.1
2007,tt0805564,Lars and the real Girl,ok,PASS,14044294,NA,NA,NA
2007,tt0337978,Live Free or Die Hard,notalk,FAIL,123589783,PG-13,69,7.3
2007,tt0465538,Michael Clayton,men,FAIL,24156185,R,82,7.3
2007,tt0758766,Music and Lyrics,men,FAIL,44941739,PG-13,59,6.6
2007,tt0477348,No Country for Old Men,dubious,FAIL,28088587,R,91,8.2
2007,tt0481141,No Reservations,ok,PASS,31459218,PG,50,6.3
2007,tt1179904,Paranormal Activity,dubious,FAIL,505595,R,68,6.4
2007,tt0808417,Persepolis,ok,PASS,8201867,PG-13,90,8
2007,tt0449088,Pirates of the Caribbean: At World&#39;s End,ok,PASS,337063045,NA,NA,NA
2007,tt0477071,Premonition,ok,PASS,22470870,PG-13,29,5.8
2007,tt0382932,Ratatouille,nowomen,FAIL,168531522,G,96,8
2007,tt0432021,Resident Evil: Extinction,ok,PASS,50559457,R,41,6.3
2007,tt00293564,Rush Hour 3,notalk,FAIL,202237827,NA,NA,NA
2007,tt0822854,Shooter,notalk,FAIL,67412609,R,53,7.2
2007,tt0413267,Shrek the Third,ok,PASS,179766957,PG,58,6
2007,tt0964587,St. Trinian&#39;s,ok,PASS,12808396,NA,NA,NA
2007,tt0486655,Stardust,ok,PASS,78648044,PG-13,66,7.8
2007,tt0448134,Sunshine,notalk,FAIL,44941739,R,64,7.3
2007,tt0829482,Superbad,notalk,FAIL,19662011,R,76,7.7
2007,tt0815244,Sydney White,ok,PASS,18538467,PG-13,45,6.3
2007,tt0780622,Teeth,dubious,FAIL,2247087,R,57,5.5
2007,tt0825232,The Bucket List,notalk,FAIL,50559457,PG-13,42,7.4
2007,tt0385752,The Golden Compass,ok,PASS,230326414,PG-13,51,6.1
2007,tt0419887,The Kite Runner,nowomen,FAIL,22470870,PG-13,61,7.6
2007,tt0425430,The Messengers,ok,PASS,17976696,PG-13,34,5.4
2007,tt0884328,The Mist,ok,PASS,14606065,R,58,7.2
2007,tt0481369,The Number 23,notalk,FAIL,35953391,R,NA,6.4
2007,tt0775529,The Savages,ok,PASS,10111891,R,85,7.2
2007,tt0780607,The Signal,men,FAIL,56177,R,63,6.1
2007,tt0462538,The Simpsons Movie,ok,PASS,81456903,PG-13,80,7.4
2007,tt0857191,The Visitor,dubious,FAIL,4494174,PG-13,79,7.7
2007,tt0469494,There Will Be Blood,nowomen,FAIL,28088587,R,92,8.1
2007,tt0453556,TMNT,notalk,FAIL,39324022,PG,41,6.4
2007,tt0418279,Transformers,notalk,FAIL,169655066,PG-13,61,7.2
2007,tt0861739,Tropa de Elite,ok,PASS,7345604,NA,NA,NA
2007,tt0473308,Waitress,ok,PASS,1685315,PG-13,75,7.1
2007,tt0498399,We Own the Night,nowomen,FAIL,31459218,R,59,6.9
2007,tt0496436,White Noise 2: The Light,notalk,FAIL,11235435,PG-13,NA,5.8
2006,tt0416449,300,nowomen,FAIL,69347781,R,51,7.8
2006,tt0405296,A Scanner Darkly,notalk,FAIL,23115927,R,73,7.1
2006,tt0437800,Akeelah and the Bee,ok,PASS,9246371,PG,72,7.5
2006,tt0429591,Aquamarine,ok,PASS,13869556,PG,51,5.2
2006,tt0416496,Bandidas,ok,PASS,40452872,PG-13,NA,5.7
2006,tt0454082,Black Christmas,ok,PASS,10402167,R,22,4.5
